id,postcode,title,update date,start date,end_date,country subentity,city,estimate overall contract amount,total amount,tax excslusive amount
878275,06800,Servicio de Lavandería y Planchado,2015-01-07,2015-01-01,No date available,ESPAÑA,Mérida,No amount available,0,0
878276,28020,"mantenimiento monitorización del tráfico Internet red AEAT, PacketShaper 12000-L001G,",2015-01-07,No date available,No date available,Not country subentity available,Madrid,42901.76,25955.56,21450.88
868302,46024,Servicio de mantenimiento y control de las redes de calidad del aire y control acústico de la Autoridad Portuaria de Valencia,2015-01-07,No date available,2014-10-07,ESPAÑA,Valencia,183508,114652.34,94754
865825,09002,Servicio de vigilancia y protección del Centro Nacional de Investigación sobre la Evolución Humana sito en el Paseo de la Sierra de Atapuerca de Burgos,2015-01-07,2015-01-01,2014-09-08,ESPAÑA,Burgos,384000,232320,192000
868882,03005,"Rehabilitación de firme en la carretera CV-735, de Denia a Jávea, entre los P.K. 1+000 al 3+300 y 6+550 al 10+200",2015-01-07,No date available,2014-11-05,Alicante / Alacant,Alicante,278517.7,337006.42,278517.7
873673,33007,"4003/2015 El  objeto de presente contrato es el servicio de portes de los edificios de la sede central, centros y locales dependientes de la Dirección Provincial de la TGSS de Asturias.",2015-01-07,No date available,2014-11-19,ESPAÑA,OVIEDO,84297.52,51000,42148.76
876848,28011,Servicio de varada para el buque SAR Gavia,2015-01-07,No date available,2014-12-02,ESPAÑA,Madrid,132000,110000,110000
866253,09002,Servicio de mantenimiento integral del edificio e instalaciones del Centro Nacional de Investigación sobre la Evolución Humana sito en el Paseo de la Sierra de Atapuerca de Burgos,2015-01-07,2015-01-01,2014-10-14,ESPAÑA,Burgos,300000,181500,150000
878277,28042,Contratación del transporte del correo por carretera en la red de Galicia y Asturias (8 lotes),2015-01-07,No date available,2015-01-12,ESPAÑA,Madrid,1897740,386958,319800
878278,41012,Medidas para la seguridad operativa del puerto,2015-01-07,2015-01-13,No date available,Sevilla,Sevilla,No amount available,27851.25,23017.56
863953,41018,"Servicio de limpieza de la sede de la Dirección Provincial de la Tesorería General de la Seguridad Social de Sevilla, Administraciones, URES y otros 
locales dependientes de la misma, para el año 2015",2015-01-07,2015-01-01,2014-07-08,ESPAÑA,Sevilla,792000,479160,396000
878279,03005,"Obras de rehabilitación del centro de oficinas municipales ""La Acequia"", en el municipio de Daya Vieja",2015-01-07,No date available,No date available,Alicante / Alacant,Alicante,73502,88937,73502
865826,09002,Servicio de recepción y atención telefónica del Centro Nacional de Investigación sobre la Evolución Humana sito en el Paseo de la Sierra de Atapuerca de Burgos,2015-01-07,2015-01-01,2014-09-08,ESPAÑA,Burgos,144000,87120,72000
878280,41012,"Suministro e instalación de equipos electrónicos, lámparas de 400 w VSAP, cuadro protecciones y montaje de brazo con protector en corona de seis torres del muelle de Batán Norte",2015-01-07,2014-12-31,No date available,Sevilla,Sevilla,No amount available,7415.92,6128.86
878281,28012,"Servicio de seguridad y vigilancia en Atocha, 106",2015-01-07,2015-01-01,No date available,ESPAÑA,Madrid,No amount available,54000,44628
878282,03005,"Obras de reparación de la red de alcantarillado de la Avda. del Mar y Calle San Antonio, en el municipio de la Xara (E.A.T.I.M)",2015-01-07,No date available,No date available,Alicante / Alacant,Alicante,61826.14,74809.63,61826.14
850372,28042,"Servicios de lavado, reparación y clasificación de sacas, bandejas, carteras, cascos, anoraks, fundas y correas PDAS y bolsas de reparto.
Contrato reservado a Centros Especiales de Empleo o empresas con el 70% de discapacitados, de conformidad con el artículo 89 de la Ley 31/2007, de 30 de octubre
",2015-01-07,No date available,2013-10-03,ESPAÑA,Madrid,3513218.66,1232172.34,1018324.25
878283,28014,Obras de rehabilitación de las cubiertas del cuerpo de Velázquez del MNP,2015-01-07,2014-12-30,2014-11-10,ESPAÑA,Madrid,163305.42,197599.56,163305.42
868895,33201,"Suministro, por el sistema de lotes, de prendas de seguridad y elementos de protección personal necesarios para los trabajadores adscritos a los diferentes planes de empleo del Ayuntamiento de Gijón, año 2015",2015-01-07,2015-01-01,2014-10-02,Asturias,Gijón,79750.75,96498.41,79750.75
878284,03005,Obras de reforma y ampliación de sala multiusos en el municipio de Els Poblets,2015-01-07,No date available,No date available,Alicante / Alacant,Alicante,74380.15,89999.98,74380.15
865147,28014,Obras de ejecución de la nueva sede del Archivo Histórico Provincial en Huelva.,2015-01-07,No date available,2014-08-28,ESPAÑA,Madrid,8374953.69,10133693.96,8374953.69
878285,08039,Servicios de soporte técnico (mantenimiento) del software base de la Plataforma tecnológica del Port de Barcelona (año 2015). Clave de expediente: 2014R360020.,2015-01-07,No date available,No date available,Barcelona,Barcelona,88442.4,107015.3,88442.4
875995,28043,"Asistencia en un Centro Sanitario Hospitalario sito en el término municipal de Burgos (Comunidad Autónoma de Castilla y León) que disponga de instalaciones y medios suficientes para la prestación de servicios de asistencia sanitaria en régimen hospitalario (urgencias, ingresos y estancias hospitalarias, intervenciones quirúrgicas, pruebas diagnosticas y consultas de especialistas)",2015-01-07,No date available,2014-12-29,ESPAÑA,Madrid,1137340,568670,568670
878286,28012,Organización e impartición de la formación tutorizada online en ofimática para los empleados públicos de la Administración general del Estado,2015-01-07,2015-04-13,2015-01-21,ESPAÑA,Madrid,400000,200000,200000
878287,41071,"Pliego de Bases de Servicios para elaboración e implantación de los planes de autoprotección en las Presas de la Confederación Hidrográfica del Guadalquivir en las provincias de Granada, Jaén y Ciudad Real ( Zona Oriental Cuenca). ",2015-01-07,No date available,No date available,ESPAÑA,Sevilla,57762.6,69892.75,57762.6
878288,08039,Fabricación e instalación de tres linternas visitables para los Faros de las bocanas norte y sur del Port de Barcelona y para el Faro de Cap de Creus.,2015-01-07,No date available,2015-01-21,Barcelona,Barcelona,200000,242000,200000
873319,33201,Sustitución de columnas afectadas por corrosión en el entorno urbano de Gijón/Xixón,2015-01-07,No date available,2014-11-11,Principado de Asturias,Gijón,77064.02,93247.46,77064.02
878289,28040,"Suministro de agua potable para los edificios del CIEMAT, Centro de Moncloa (Madrid) durante el año 2015",2015-01-07,2015-01-01,No date available,ESPAÑA,Madrid,48400,53240,48400
868023,28006,Contratación de los servicios de vigilancia y seguridad para la Sdad. Estatal de Participaciones Industriales (SEPI),2015-01-07,2015-01-01,2014-10-13,Madrid,Madrid,977400,876040,724000
878290,03005,"Obras de adecuación de las dependencias municipales situadas en c/8 de maig, s/n al Plan de Emergencia, en el municipio de Villajoyosa",2015-01-07,No date available,No date available,Alicante / Alacant,Alicante,197733.61,239257.67,197733.61
878291,03005,"Obras de proyecto de adecuación y mejora de parques y jardines 2014, en el municipio de Monóvar",2015-01-07,No date available,No date available,Alicante / Alacant,Alicante,198228.24,239856.17,198228.24
878292,03005,"Obras de pavimentación de viales del término municipal, en el municipio de Teulada",2015-01-07,No date available,No date available,Alicante / Alacant,Alicante,198347.1,239999.99,198347.1
878293,03005,"Obras de rehabilitación de las aceras de la Avda. del Rey Jaime I, en el tramo comprendido entre la Avda. Limones y la Calle Marqués de Comillas, en el municipio de Benidorm",2015-01-07,No date available,No date available,Alicante / Alacant,Alicante,198347.11,240000,198347.11
866456,08039,"Acuerdo marco para la prestación de servicios para la ejecución de las actividades de presentación de propuestas de proyectos a convocatorias subvencionadas europeas y nacionales, seguimiento de las ayudas obtenidas y oficina de proyecto. Clave de expediente: C 2014/017.",2015-01-07,No date available,2014-07-30,Barcelona,Barcelona,488000,590480,488000
878294,08029,"Suministro de implantes para cirugía de columna para las clínicas de Mutual Midat Cyclops, MATEPSS nº 1, sitas en Barcelona, calle Copérnico nº 58 y calle Londres nº 38, y en Madrid, calle Joaquín Cárdenas nº 2.",2015-01-07,No date available,2015-02-16,ESPAÑA,Barcelona,549093.56,302001.46,274546.78
878295,28046,Acuerdo Marco de adquisición centralizada de munición de cartuchería calibre 5.56x45 mm en el ámbito del Ministerio de Defensa mediante procedimiento abierto.,2015-01-07,No date available,2015-01-29,ESPAÑA,Madrid,33720392,25368772.88,20965928
878296,36005,"Concesión de obra pública para la reforma, mejora, ampliación y explotación del complejo deportivo (piscina municipal) de Campolongo, y para la construcción y explotación de un complejo deportivo en A Parda (piscinas al aire libre), en el municipio de Pontevedra.",2015-01-07,No date available,2015-03-04,ESPAÑA,Pontevedra,5470591.88,0,0
878297,03005,"Obras de renovación y mejora de eficiencia energética en instalación de alumbrado público de Avda. Mediterráneo, en el municipio de Benidorm.",2015-01-07,No date available,No date available,Alicante / Alacant,Alicante,148760.21,179999.85,148760.21
864459,03005,"Obras de mejora de trazado de la carretera CV-7890 de acceso a San Rafael, en el P.K. 0+500 al 1+010, en las curvas dels Algars, en Cocentaina",2015-01-07,No date available,2014-08-13,Alicante / Alacant,Alicante,420889.78,509276.63,420889.78
878298,03005,"Obras de adecuación de los antiguos locales de consultorio medico y farmacia en sala de usos múltiples, en el municipio de Busot",2015-01-07,No date available,No date available,Alicante / Alacant,Alicante,74380,89999,74380
875196,30290,Jincart.- (t.a. 2015) contrato mantº. equipos de aire acondicionado y frigoríficas de los buques submarinos.,2015-01-07,No date available,2014-12-19,ESPAÑA,Cartagena (Murcia),No amount available,30000,30000
878299,03005,"Obras de urbanización de apertura C/Mare de Deu del Pilar, en el municipio de Mutxamel",2015-01-07,No date available,No date available,Alicante / Alacant,Alicante,103415,125132,103415
878300,38004,Servicio de transporte de mobiliario y enseres Canarias,2015-01-07,2015-01-01,2015-06-30,ESPAÑA,Santa Cruz de Tenerife,No amount available,125000,125000
878301,38108,"La contratación de los servicios de instalación y explotación comercial de las pantallas publicitarias y de contenidos informativos en el interior de los tranvías de Metropolitano de Tenerife, S.A.",2015-01-07,2015-03-12,2015-01-29,ESPAÑA,San Cristóbal de La Laguna -Santa Cruz de Tenerife,No amount available,64200,60000
872731,28071,SECOMSAT. Renovación del Subsistema de antena X/Ka del terminal satelite naval Blas de Lezo,2015-01-07,2014-12-12,2015-12-12,ESPAÑA,Madrid,1300000,1300000,1300000
875439,28071,Suministro de un Sistema Automático de Planeamiento de Misión para el helicóptero NH-90,2015-01-07,2014-12-29,2020-12-30,ESPAÑA,Madrid,11984621,11984621,11984621
866371,28043,Suministro de neumáticos y baterías con destino a los vehículos pertenecientes al Parque Automovilístico del Cuerpo Nacional de Policía.,2015-01-07,No date available,2014-09-03,ESPAÑA,Madrid,900270.12,1089326.85,900270.12
876019,28071,Servicios de Apoyo a la Interoperabilidad ISR Española Militar (SAPIIEM),2015-01-07,2014-12-24,2017-11-30,ESPAÑA,Madrid,5840909.1,6425000,5309917.36
876439,28071,"Diseño, desarrollo, instalación y pruebas de una serie de modernizaciones y nuevas funcionalidades HW y SW en los
sistemas de guerra electrónica de la Armada.",2015-01-07,2014-12-16,2016-10-31,ESPAÑA,Madrid,2088000,1740000,1740000
875784,28071,Desarrollo de un demostrador de Sistema de Enseñanza de Vehículos Aéreos Tripulados Remotamente (SE-RPAS-SAR) Tipo II con carga de pago de radar de apertura sintética (SAR),2015-01-07,2014-12-29,2015-12-15,ESPAÑA,Madrid,743801.66,900000,743801.66
866143,28047,"Acuerdo marco para la contratación de Servicio de atención sanitaria a la población saharaui, con tarjeta de asistencia sanitaria (TAS), en Las Palmas de Gran Canaria.",2015-01-07,2015-03-26,2015-01-30,ESPAÑA,Madrid,3200000,0,0
878302,28071,Desarrollo de un prototipo nacional TACOMS fase 2,2015-01-07,2014-12-19,2016-12-15,ESPAÑA,Madrid,178512.4,180000,148760.33
863411,08029,"Servicio de limpieza para los centros asistenciales de Mutual Midat Cyclops, MATEPSS nº 1, sitos en Alcalá de Henares, Getafe y Madrid (c/. Cartagena nº 73).",2015-01-05,No date available,2014-07-09,COMUNIDAD DE MADRID,Barcelona,392976,237750.48,196488
878321,28004,Producción del espectáculo El señor de los Anillos en el Auditorio Nacional de Música,2015-01-05,2015-01-02,2015-01-04,ESPAÑA,Madrid,No amount available,102850,85000
867872,36208,"Servicio de seguridad y vigilancia de los recintos de la Subzona I-A de Balaídos, Área Portuaria de Bouzas y Edificio Dotacional de Montero Ríos, en Vigo (Pontevedra). ",2015-01-05,No date available,2014-11-07,Pontevedra,Vigo,3274000,1980770,1637000
878322,35110,Suministro de energía eléctrica de los puntos de suministro a contratar por el Ilustre Ayuntamiento de Santa Lucía en régimen de mercado libre de electricidad año 2014,2015-01-05,No date available,2015-03-13,ESPAÑA,Santa Lucía de Tirajana (Gran Canaria),1115304.18,1193375.47,1115304.18
878323,28004,Actuación del Ensemble Opus 23 en dos conciertos organizados por el CNDM,2015-01-05,2015-01-12,2015-01-13,ESPAÑA,Madrid,No amount available,28293.73,23383.25
878324,28042,"Realización de Stands Internacionales a lo largo del año 2015 (3 lotes):
Lote 1: Stands Internacionales.
Lote 2: Stands de 1ª categoría.
Lote 3: Stands de 2ª categoría.
",2015-01-05,No date available,2015-01-26,ESPAÑA,Madrid,384500,465245,384500
873400,33201,Renovación parcial de cubierta del Edificio Antiguo Colegio Manuel Medina,2015-01-05,No date available,2014-11-10,ESPAÑA,Gijón,No amount available,129493.12,107019.11
878325,13610,Trabajos de Modificación y Adaptación Legislativa del Texto Refundido del P.O.M. del Municipio de Campo de Criptana (Ciudad Real).,2015-01-05,2014-12-20,No date available,ESPAÑA,Campo de Criptana ,No amount available,53845,44500
878326,28004,Actuación de la agrupación musical Accademia del Piacere,2015-01-05,2015-01-22,2015-01-23,ESPAÑA,Madrid,No amount available,23474,19400
868336,49071,Acondicionamiento y refuerzo del firme de la carretera ZA-P-2667. Tramo: Barrio de Lomba- N-525,2015-01-05,No date available,2014-10-22,ESPAÑA,Zamora,289141.31,349860.99,289141.31
868770,28029,Servicio de acciones formativas para el Centro de Recuperación de Personas con Discapacidad Física de Madrid. ,2015-01-05,No date available,2014-10-08,Madrid,Madrid,624955.5,240367.5,240367.5
865858,50071,Obtención de información para el anuario oficial de Aforos. Gasto plurianual,2015-01-05,No date available,2014-10-21,ESPAÑA,Zaragoza,199100.12,120455.57,99550.06
878327,03005,"Obras de Implantación de itinerario peatonal y ciclista en CV-824, entre los P.K.3+380 al 4+540 conexión con Travesía de La Cañada",2015-01-05,No date available,No date available,Alicante / Alacant,Alicante,114565.11,138623.78,114565.11
878328,06011,"Contratación Servicio de Seguridad y Vigilancia de la Dirección Provincial de Badajoz para el periodo comprendido entre el 01-12-2014 y el 30-11-2015.
",2015-01-05,2014-12-01,No date available,ESPAÑA,Badajoz,54545.45,66000,54545.45
878329,28042,Acuerdo marco de adquisición y mantenimiento de licencias ESRI,2015-01-05,2014-11-22,No date available,ESPAÑA,Madrid,272993.44,267909.13,221412.5
878330,47012,Prestación del Servicio de Bares de Mandos y Mesón de Tropa Ubicados en el Acuartelamiento Cabo Noval (Siero-Asturias),2015-01-05,No date available,No date available,Not country subentity available,Valladolid,0,0,0
867440,49071,Acondicionamiento y refuerzo del firme de la carretera Za-L-2435. Tramo: San Vitero-El Poyo,2015-01-05,No date available,2014-09-09,ESPAÑA,Zamora,485375.94,587304.89,485375.94
875068,13610,Semipeatonalización de tramo de la calle Agustín de la Fuente en Campo de Criptana (Ciudad REal) ,2015-01-05,2014-12-11,No date available,ESPAÑA,Campo de Criptana ,No amount available,70537.94,58295.82
875541,35530,Parque infantil en La Villa de Teguise y su entorno urbano,2015-01-05,2014-12-19,No date available,ESPAÑA,Teguise (Lanzarote),No amount available,102632.54,95918.26
878331,28004,Dirección musical del programa doble Lady be good / Luna de miel en el Cairo a representar en el Teatro de la Zarzuela,2015-01-05,2015-01-31,2015-02-15,ESPAÑA,Madrid,No amount available,36905,30500
878332,27002,"Servicio de vigilancia del local ubicado en la Unidad Médica de la Dirección Provincial del INSS, sito en Plaza de Ferrol, 11, para el año 2015.
Expediente número 27PN1/15X.",2015-01-05,2015-01-01,No date available,ESPAÑA,Lugo,55000,66550,55000
878333,28020,Servicios de desarrollo software y soporte a la puesta en producción del aplicativo de gestión del servicio común de actos de comunicación y ejecución (SCACE),2015-01-05,No date available,2015-01-15,ESPAÑA,Madrid,No amount available,248521.9,205390
868694,49071,Acondicionamiento y refuerzo del firma de la carretera ZA-2439 Carbajales de Alba-Embalse del Esla,2015-01-05,No date available,2014-10-10,ESPAÑA,Zamora,468222.05,566548.68,468222.05
878334,28004,"Interpretación del papel de ""Watty Watkins"" en la obra ""Lady be good"" a representar en el Teatro de la Zarzuela",2015-01-05,2015-01-31,2015-02-15,ESPAÑA,Madrid,No amount available,24200,20000
875464,08029,"Adquisición y mantenimiento de licencias software de productos Citrix para Mutual Midat Cyclops, MATEPSS nº 1.",2015-01-05,No date available,2014-12-22,ESPAÑA,Barcelona,55670,67360.7,55670
878335,43204,"Contratación de los servicios de telecomunicaciones de voz fija, voz IP, red privada de datos, acceso a Internet, videoconferencia y servicios convergentes de Activa Mutua 2008",2015-01-05,2014-12-29,2015-06-28,ESPAÑA,Reus,843945.69,464170.13,383611.68
878336,28007,Serv desplazamiento para p operativo en bcn de dgv,2015-01-05,No date available,No date available,Not country subentity available,Madrid,0,0,0
865625,41004,Servicios integrales de limpieza en centros y dependencias de la Universidad de Sevilla,2015-01-05,2015-01-19,2014-09-30,Sevilla,Sevilla,54900826.44,44260000,36578512.39
873644,28007,"Mantenimiento de salas club y centros de servicios de las estaciones de zaragoza, lleida, camp de tarragona, barcelona sants y girona, así como para las dependencias de la gerencia de mercado nordeste-mediterráneo en barcelona y zaragoza",2015-01-05,No date available,2014-11-13,NORESTE,Madrid,93000,112530,93000
878337,28004,"Interpretación del papel de ""Daisy Parke"" en la obra ""Lady be good"" a representar en el Teatro de la Zarzuela. ",2015-01-05,2015-01-31,2015-02-15,ESPAÑA,Madrid,No amount available,22869,18900
878338,30290,"RMDA. ""Tramontana"" de la INSTASAR Sóller.- Servicio integral de hostelería, desde 01.01.2015 hasta 30.06.2015",2015-01-05,No date available,2014-12-26,ESPAÑA,Cartagena (Murcia),No amount available,65625,54235.54
878339,03005,"Obras de mejora de infraestructuras en varias calles, en el municipio de Pego",2015-01-05,No date available,No date available,Alicante / Alacant,Alicante,198340.32,239991.79,198340.32
878340,28046,Alojamiento y manutención delegaciones participantes en la reunión de Ministros de Defensa de la iniciativa 5+5 Defensa.,2015-01-05,2014-12-10,No date available,ESPAÑA,Madrid,No amount available,50000,45454.54
873174,28046,Adquisición de material para el funcionamiento de los diferentes talleres de mantenimiento de la Sede Central del Ministerio de Defensa para el año 2015.,2015-01-05,2015-02-03,2014-11-19,ESPAÑA,Madrid,No amount available,200000,165289.26
878341,03005,Suministro de material de oficina para las dependencias de la Excma. Diputación Provincial. Anualidad 2015,2015-01-05,No date available,No date available,Alicante / Alacant,Alicante,39600,39930,33000
876595,08029,"Servicios de detectives para Mutual Midat Cyclops, MATEPSS nº 1, en el ámbito de la provincia de Granada.",2015-01-05,No date available,2014-12-04,Granada,Barcelona,292600,177023,146300
878342,27002,"Contratación de los servicios de limpieza de las dependencias de la Dirección Provincial del Instituto Nacional de la Seguridad Social en Lugo y 
provincia para el año 2015.",2015-01-05,2015-01-01,No date available,ESPAÑA,Lugo,53200,64372,53200
872490,28007,"Gestión integral: realización de actividades auxiliares, arrendamiento de locales y cesión de espacios en la estación  de vilassar de mar",2015-01-05,No date available,2014-12-04,Cataluña,Madrid,0,0,0
878343,35500,"Suministro de un vehículo todo terreno para vigilancia e inspección del Patrimonio Histórico Insular
",2015-01-05,No date available,No date available,ESPAÑA,Arrecife,No amount available,39590,37000
878344,03005,"Servicio de dirección facultativa de las obras incluidas en la Convocatoria de Inversiones en Obras y Reparaciones de Cooperación Municipal, financieramente sostenibles, Zona 2",2015-01-05,No date available,No date available,Alicante / Alacant,Alicante,27271.89,32998.99,27271.89
867179,50008,"El objeto del presente contrato consiste en el mantenimiento integral a todo riesgo de las instalaciones y servicios de las dependencias de la 
T.G.S.S. de Zaragoza y provincia, durante el año 2015",2015-01-05,2015-01-01,2015-12-31,ESPAÑA,Zaragoza,670000,405350,335000
872486,28007,Gestión integral: realización de actividades auxiliares y arrendamiento de locales en la estación de montgat nord,2015-01-05,No date available,2014-12-04,Cataluña,Madrid,0,0,0
878345,03005,"Obras de acondicionamiento y ajardinamiento de la Pinada Galbis, en el municipio de Villena",2015-01-05,No date available,No date available,Alicante / Alacant,Alicante,99122.45,119938.16,99122.45
867235,15005,"P.A. 2014/214: Servicio de limpieza del edificio sede de la D.P. TGSS de A Coruña, Administraciones, Unidades de Recaudación Ejecutiva, nave archivo-almacén y OSS sitas en Santiago de Compostela y Corcubión, para el ejercicio 2015",2015-01-05,2015-01-01,2014-10-23,ESPAÑA,A Coruña,603440.08,365081.25,301720.04
873304,13610,"Servicio de Limpieza, Vigilancia y Conserjería de las Instalaciones del Campo de Fútbol ""Agustín de la Fuente"" de Campo de Criptana. ",2015-01-05,2015-01-03,2014-11-17,ESPAÑA,Campo de Criptana ,No amount available,36300,30000
878346,28010,Obras de acondicionamiento en la unidad TEDAX-NRBQ para laboratorio biológico en el Complejo Policial de Canillas en Madrid,2015-01-05,No date available,No date available,ESPAÑA,Madrid,No amount available,111853.23,92440.69
878347,03005,"Obras de acondicionamiento del camino del ""Port de Benifallim-Brisuela"", en Benifallim y Penáguila",2015-01-05,No date available,No date available,Alicante / Alacant,Alicante,99100.38,119911.46,99100.38
878348,35500,"Suministro de agua mineral natural, sin gas, embotellada, de mineralización débil, apta para el consumo humano, para cubrir las necesidades del personal de las distintas áreas y dependencias de la Administración General del Cabildo Insular de Lanzarote.",2015-01-05,No date available,No date available,ESPAÑA,Arrecife,No amount available,44033.04,44033.04
878349,36071,Impartición de la formación del Proyecto Aquelando 3 (4º turno),2015-01-05,No date available,2015-01-19,ESPAÑA,Pontevedra,168377.13,168377.13,168377.13
862565,28004,Servicio de limpieza del Museo Nacional de Arte Romano de Mérida en Badajoz ,2015-01-05,No date available,2014-08-19,ESPAÑA,Madrid,330578.51,200000,165289.26
878350,28046,Servicio para atención al ganado y mantenimiento de cuadras de los Centros de Cría Caballar en el periodo comprendido entre el 1 de Febrero y el 30 de Julio de 2015.,2015-01-05,2015-03-01,2015-01-11,ESPAÑA,Madrid,No amount available,374482.28,309489.49
878351,36071,"Gestión, desarrollo y ejecución del programa ""Saúde e Benestar"" para el año 2015",2015-01-05,2015-03-16,2015-12-31,ESPAÑA,Pontevedra,90000,90000,90000
878352,03005,"Obras de pavimentación de calles del casco urbano, en el municipio de Benferri",2015-01-05,No date available,No date available,Alicante / Alacant,Alicante,72952.31,88272.29,72952.31
878353,03005,"Obras de pavimentación de varias vías públicas del casco urbano, en el municipio de Novelda",2015-01-05,No date available,No date available,Alicante / Alacant,Alicante,66115.21,79999.4,66115.21
878354,36071,"Gestión, desarrollo y ejecución del programa ""Coidarte"" para el año 2015",2015-01-05,2015-03-16,2015-12-31,ESPAÑA,Pontevedra,105000,105000,105000
878355,28042,Servicios de soporte técnico especializado de la plataforma SAP,2015-01-05,No date available,No date available,ESPAÑA,Madrid,358875,385990,319000
878356,03690,"Servicio de Helicóptero para Rescates, Salvamentos y Apoyo en la Lucha contra Incendios, en el ámbito de la provincia de Alicante",2015-01-05,2015-04-12,2015-12-31,ESPAÑA,San Vicente del Raspeig,2225075,1112537.5,1112537.5
878361,37080,Suministro de Productos de Alimentacion 1º Trimestre Año 2015 Base Aerea de Talavera la Real,2015-01-05,2015-01-01,2015-03-31,ESPAÑA,Villagonzalo de Tormes,38638.11,42000,38638.11
878362,24210,Limpieza de oficinas y otras dependencias del Centro Penitenciario de León,2015-01-05,2015-02-18,2015-01-26,ESPAÑA,Mansilla de las Mulas (León),72600,72600,60000
876217,28071,"Establecer las especificaciones técnicas con las que ha de realizarse el desarrollo de un demostrador WiMAX en Banda OTAN II, consistente en CINCO (5) equipos dos de ellos estación base y los otros tres de usuario CPE",2015-01-05,2014-12-03,2016-12-15,ESPAÑA,Madrid,297520.67,300000,247933.89
876020,28071,Capacidad adicional para comunicaciones por satélite en zona de operaciones ,2015-01-05,2014-12-22,2014-12-31,ESPAÑA,Madrid,5730491.38,6197770.47,4775409.48
878363,28071,"Realización del Prototipo de terminal militar telefónico de voz segura sobre IP Interoperable, dentro del Programa MCI-10415 (CRIPTOMODER)",2015-01-05,2014-12-19,2015-12-11,ESPAÑA,Madrid,198347.11,200000,165289.26
874718,50071,Reposición de la margen izquierda y adecuación del cauce del río Noguera de Tor en el T. M. de Pont de Suert (LLeida).,2015-01-05,No date available,No date available,Lleida,Zaragoza,No amount available,198703.94,164218.13
875430,50071,Adecuación y limpieza del río Ésera aguas arriba de la población de Benasque. Gasto Plurianual,2015-01-05,No date available,No date available,Huesca,Zaragoza,No amount available,137456.12,113600.1
875198,50071,"Proyecto de regeneración y acondicionamiento del cauce del río Garona, aguas abajo del río Valartíes en Arties (Val D Aran-Lleida)",2015-01-05,No date available,No date available,Lleida,Zaragoza,No amount available,151899.32,125536.63
878364,38108,Contratación del suministro de tres vehículos eléctricos para el departamento de Instalaciones Fijas.,2015-01-05,2015-03-12,2015-01-29,ESPAÑA,San Cristóbal de La Laguna -Santa Cruz de Tenerife,No amount available,96300,90000
878365,28071,"Seguridad vial. Remodelación del acceso al Polígono Industrial do Tambre. Carretera N-550, p.k. 57,800: Término Municipal de Santiago de Compostela. Provincia de A Coruña",2015-01-05,No date available,2015-01-19,ESPAÑA,Madrid,No amount available,1609330.24,1330024.99
878366,28071,"Ejecución de diversas operaciones de conservación y explotación en la A-6 pk. 540,470 al 593,190 L.P. Lugo-Enlace AG-55 Arteixo; AC-14 pk. 0,000 al 10,230 As Lonzas-A Coruña-Enlace A-6 Culleredo; AC-14 pk. 0,000 al 2,650 Enlace Alvedro AC-14-Enlace N-550; AC-14 a Tarrio pk. 0,000 al 1,800 Enlace Alvedro-AC-14-Rotonda DP-3109; AC-15 pk. 0,000 al 5,080 Puerto Exterior a Coruña-Enlace AG-55 y AC-10 pk. 0,000 al 1,670 Puerto A Coruña-semáforo s. social Matogrande. Provincia  de A Coruña. Ponderación Técnica: 0,30; Ponderación Económica: 0,70.",2015-01-05,No date available,2015-02-09,ESPAÑA,Madrid,No amount available,12940914.06,10694970.3
878367,28071,"Ejecución de diversas operaciones de conservación y explotación en la A-49 pk. 31,55 al 84,0; H-31 pk. 77,82 al 84,642 y N-435 pk. 169,2 al 222,1. Provincia de Huelva. Ponderación Técnica: 0,30; Ponderación Económica: 0,70",2015-01-05,No date available,2015-02-23,ESPAÑA,Madrid,No amount available,7267915.47,6006541.71
878368,28071,"Ejecución de diversas operaciones de conservación y explotación en la A-62, pk. 117,900 al 192,850. Tramo: Cigales-L.P. Zamora; A-11/N-122, pk. 344,300 al 359,680. Tramo: Tudela de Duero-Valladolid; N-601, pk. 175,300 al 186,200. Tramo: Boecillo-Valladolid; N-601, pk. 193,870 al 195,680. Tramo: Valladolid-Zaratán; VA-20, pk. 0,000 al 10,300. Tramo: Ronda Interior Este y VA-30, pk. 0,000 al 21,300. Tramo: Ronda Exterior. Provincia de Valladolid. Ponderación Técnica: 0,30; Ponderación Económica: 0,70. ",2015-01-05,No date available,2015-02-02,ESPAÑA,Madrid,No amount available,12453116.22,10291831.59
878369,28071,"Ejecución de diversas operaciones de conservación y explotación en la N-623 de Burgos a Santander (provincia de Burgos); N-627 de Burgos a Santander por Aguilar de Campoo (provincia de Burgos) y A-73 Autovía de Burgos a Aguilar de Campoo (provincia de Burgos), en construcción. Provincia de Burgos. Ponderación Técnica: 0,30; Ponderación Económica: 0,70.",2015-01-05,No date available,2015-02-02,ESPAÑA,Madrid,No amount available,8963231.28,7407629.16
866802,28001,Servicios de grabación de datos,2015-01-05,2015-01-01,2014-10-15,ESPAÑA,Madrid,500000,302500,250000
875548,28014,"Servicio de limpieza integral de los edificios, locales y dependencias de la Administración General del Estado ubicados en las zonas de Nuevos Ministerios, Arturo Soria – Ventas y Sur de la Comunidad de Madrid",2015-01-05,2015-01-01,2017-06-30,ESPAÑA,Madrid,45520648.2,27069341.61,22371356.7
